seq,case_id,activity_id,timestamp,resource_id,player_team,teams_play,quarter,outcome,shot_type,shot_distance_by_foot,shot_points,score_board_dal,score_board_bos
701,play_107,shot-miss,20:27:41,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,jump shot,24,3,52,78
702,play_108,offensive-rebound,20:27:42,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
703,play_108,shot-make,20:27:43,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,putback layup,1,2,54,78
704,play_109,pass,20:27:45,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
705,play_109,dribble,20:27:46,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
706,play_109,pass,20:27:48,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
707,play_109,dribble,20:27:49,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
708,play_109,pass,20:27:52,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
709,play_109,shot-miss,20:27:52,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,0,jump shot,24,3,54,78
710,play_110,defensive-rebound,20:27:54,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
711,play_110,dribble,20:27:55,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
712,play_110,shot-miss,20:28:06,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,fadeaway jumpshot,17,2,54,78
713,play_111,defensive-rebound,20:28:08,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
714,play_111,dribble,20:28:08,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
715,play_111,pass,20:28:11,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
716,play_111,dribble,20:28:11,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
717,play_111,pass,20:28:15,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
718,play_111,dribble,20:28:16,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
719,play_111,pass,20:28:17,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,54,78
720,play_111,shot-miss,20:28:20,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,0,jump shot,28,3,54,78
721,play_112,defensive-rebound,20:28:21,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
722,play_112,pass,20:28:21,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
723,play_112,dribble,20:28:23,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
724,play_112,pass,20:28:27,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
725,play_112,dribble,20:28:28,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,54,78
726,play_112,shot-make,20:28:34,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,turnaround fadeaway shot,11,2,56,78
727,play_113,pass,20:28:37,Jaylen Brown,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,56,78
728,play_113,dribble,20:28:37,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,56,78
729,play_113,pass,20:28:44,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,56,78
730,play_113,dribble,20:28:46,Jayson Tatum,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,56,78
731,play_113,pass-turnover,20:28:56,Jayson Tatum,Boston Celtics,Dallas Mavericks,3rd quarter,0,,,,56,78
732,play_113,steal,20:28:56,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
733,play_113,pass,20:28:56,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
734,play_113,pass,20:28:57,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
735,play_113,dribble,20:28:58,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
736,play_113,pass,20:29:00,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
737,play_113,dribble,20:29:02,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
738,play_113,shot-miss,20:29:05,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,step back jump shot,26,3,56,78
739,play_114,defensive-rebound,20:29:06,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
740,play_114,dribble,20:29:08,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
741,play_114,pass,20:29:09,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
742,play_114,dribble,20:29:09,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
743,play_114,pass,20:29:14,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
744,play_114,dribble,20:29:14,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
745,play_114,pass,20:29:15,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
746,play_114,dribble,20:29:18,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
747,play_114,shot-miss,20:29:19,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,0,pullup jump shot,28,3,56,78
748,play_115,offensive-rebound,20:29:22,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
749,play_115,dribble,20:29:22,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
750,play_115,pass,20:29:23,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
751,play_115,dribble,20:29:24,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
752,play_115,foul,20:29:29,Luka Doncic,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,56,78
753,play_115,pass,20:29:29,Kristaps Porzingis,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
754,play_115,foul,20:29:32,Dereck Lively II,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,56,78
755,play_115,pass,20:29:32,Kristaps Porzingis,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
756,play_115,pass,20:29:37,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
757,play_115,pass,20:29:37,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
758,play_115,pass,20:29:39,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
759,play_115,dribble,20:29:39,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
760,play_115,pass,20:29:43,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
761,play_115,shot-miss,20:29:46,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,0,jump bank shot,27,3,56,78
762,play_116,offensive-rebound,20:29:50,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
763,play_116,dribble,20:29:50,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
764,play_116,pass,20:29:51,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
765,play_116,pass,20:29:52,Kristaps Porzingis,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
766,play_116,pass,20:29:53,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
767,play_116,dribble,20:29:55,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,56,78
768,play_116,shot-miss,20:29:58,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,0,driving reverse layup,3,1,56,78
769,play_117,defensive-rebound,20:30:00,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
770,play_117,pass,20:30:00,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
771,play_117,pass,20:30:00,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
772,play_117,dribble,20:30:00,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
773,play_117,pass-to-assist,20:30:02,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,56,78
774,play_117,shot-make,20:30:05,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,running jump shot,25,3,59,78
775,play_118,pass,20:30:12,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,59,78
776,play_118,dribble,20:30:14,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,59,78
777,play_118,pass,20:30:31,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,59,78
778,play_118,pass-to-assist,20:30:32,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,59,78
779,play_118,dribble,20:30:33,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,59,78
780,play_118,shot-make,20:30:35,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,pullup jump shot,16,2,59,80
781,play_119,pass,20:30:37,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,59,80
782,play_119,dribble,20:30:39,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,59,80
783,play_119,foul,20:30:51,Kristaps Porzingis,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,59,80
784,play_119,shot-make,20:30:51,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,driving layup,2,2,61,80
785,play_119,shot-make,20:30:51,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,free throw,15,1,62,80
786,play_120,pass,20:30:51,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
787,play_120,dribble,20:30:52,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
788,play_120,pass,20:30:55,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
789,play_120,dribble,20:31:00,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
790,play_120,pass,20:31:06,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
791,play_120,shot-miss,20:31:08,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,0,cutting dunk shot,1,2,62,80
792,play_121,block,20:31:08,Dereck Lively II,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,62,80
793,play_121,defensive-rebound,20:31:10,Luka Doncic,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,62,80
794,play_121,dribble-turnover,20:31:10,Luka Doncic,Dallas Mavericks,Boston Celtics,3rd quarter,0,,,,62,80
795,play_121,steal,20:31:15,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
796,play_121,dribble,20:31:15,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,80
797,play_121,foul,20:31:19,Tim Hardaway Jr.,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,62,80
798,play_121,shot-make,20:31:19,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,free throw,15,1,62,81
799,play_121,shot-make,20:31:19,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,free throw,15,1,62,82
800,play_122,pass,20:31:19,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,62,82
801,play_122,dribble,20:31:21,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,62,82
802,play_122,shot-miss,20:31:27,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,pullup jump shot,10,2,62,82
803,play_123,defensive-rebound,20:31:31,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,82
804,play_123,pass,20:31:31,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,82
805,play_123,dribble,20:31:32,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,82
806,play_123,pass,20:31:35,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,82
807,play_123,dribble,20:31:40,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,62,82
808,play_123,shot-miss,20:31:48,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,0,driving layup,3,2,62,82
809,play_124,defensive-rebound,20:31:50,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,62,82
810,play_124,dribble,20:31:50,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,62,82
811,play_124,shot-make,20:31:55,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,running layup,3,2,64,82
812,play_125,pass,20:31:56,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
813,play_125,dribble,20:31:57,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
814,play_125,pass,20:32:03,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
815,play_125,pass,20:32:07,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
816,play_125,pass,20:32:08,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
817,play_125,pass,20:32:10,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
818,play_125,dribble,20:32:11,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
819,play_125,pass,20:32:17,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
820,play_125,shot-miss,20:32:19,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,0,fadeaway jumpshot,17,2,64,82
821,play_126,offensive-rebound,20:32:21,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
822,play_126,dribble,20:32:21,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
823,play_126,pass,20:32:30,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
824,play_126,dribble,20:32:31,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
825,play_126,shot-miss,20:32:35,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,0,driving floating jump shot,8,2,64,82
826,play_127,offensive-rebound,20:32:36,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
827,play_127,shot-miss,20:32:37,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,0,putback layup,4,2,64,82
828,play_128,offensive-rebound,20:32:38,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
829,play_128,shot-miss,20:32:39,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,0,putback layup,4,2,64,82
830,play_129,defensive-rebound,20:32:40,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,64,82
831,play_129,dribble,20:32:40,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,64,82
832,play_129,pass,20:32:45,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,64,82
833,play_129,dribble,20:32:46,Tim Hardaway Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,64,82
834,play_129,shot-miss,20:32:47,Tim Hardaway Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,pullup jump shot,26,3,64,82
835,play_130,defensive-rebound,20:32:48,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
836,play_130,pass,20:32:50,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
837,play_130,pass,20:32:50,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
838,play_130,pass,20:32:52,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,64,82
839,play_130,shot-miss,20:32:55,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,0,running jump shot,26,3,64,82
840,play_131,foul,20:32:57,Al Horford,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,64,82
841,play_131,shot-make,20:32:57,Dante Exum,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,free throw,15,1,65,82
842,play_131,shot-miss,20:32:57,Dante Exum,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,free throw,15,1,65,82
843,play_132,defensive-rebound,20:33:00,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
844,play_132,pass,20:33:00,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
845,play_132,pass,20:33:00,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
846,play_132,dribble,20:33:00,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
847,play_132,pass,20:33:07,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
848,play_132,dribble,20:33:09,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
849,play_132,pass,20:33:11,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
850,play_132,pass,20:33:12,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
851,play_132,dribble,20:33:14,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
852,play_132,pass,20:33:17,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
853,play_132,pass,20:33:18,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
854,play_132,dribble,20:33:19,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
855,play_132,shot-miss,20:33:21,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,0,pullup jump shot,27,3,65,82
856,play_133,defensive-rebound,20:33:23,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,82
857,play_133,pass,20:33:24,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,82
858,play_133,dribble,20:33:25,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,82
859,play_133,shot-miss,20:33:33,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,pullup jump shot,29,3,65,82
860,play_134,pass,20:33:34,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
861,play_134,pass,20:33:34,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
862,play_134,dribble,20:33:35,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
863,play_134,pass,20:33:42,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
864,play_134,dribble,20:33:45,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
865,play_134,pass-to-assist,20:33:48,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
866,play_134,dribble,20:33:48,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,82
867,play_134,shot-make,20:33:51,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,1,driving floating jump shot,16,2,65,84
868,play_135,pass,20:33:52,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,84
869,play_135,dribble,20:33:54,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,84
870,play_135,pass,20:34:01,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,84
871,play_135,shot-miss,20:34:04,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,jump shot,25,3,65,84
872,play_136,defensive-rebound,20:34:05,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,84
873,play_136,dribble,20:34:05,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,84
874,play_136,shot-make,20:34:18,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,pullup jump shot,21,2,65,86
875,play_137,pass,20:34:19,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
876,play_137,dribble,20:34:20,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
877,play_137,pass,20:34:21,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
878,play_137,dribble,20:34:23,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
879,play_137,shot-miss,20:34:29,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,driving dunk,3,2,65,86
880,play_138,defensive-rebound,20:34:31,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,65,86
881,play_138,dribble,20:34:31,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,65,86
882,play_138,pass,20:34:31,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,65,86
883,play_138,dribble,20:34:31,Jayson Tatum,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,65,86
884,play_138,pass-turnover,20:34:38,Jayson Tatum,Boston Celtics,Dallas Mavericks,3rd quarter,0,,,,65,86
885,play_138,steal,20:34:38,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
886,play_138,dribble,20:34:38,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
887,play_138,shot-miss,20:34:43,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,running layup,2,2,65,86
888,play_139,offensive-rebound,20:34:45,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
889,play_139,dribble,20:34:45,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
890,play_139,pass,20:34:45,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
891,play_139,pass,20:34:46,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
892,play_139,shot-miss,20:34:48,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,jump shot,25,3,65,86
893,play_140,defensive-rebound,20:34:49,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
894,play_140,dribble,20:34:50,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
895,play_140,pass,20:34:56,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
896,play_140,dribble,20:34:57,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
897,play_140,pass,20:35:07,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
898,play_140,shot-miss,20:35:10,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,0,jump shot,26,3,65,86
899,play_141,offensive-rebound,20:35:11,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
900,play_141,dribble,20:35:12,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
901,play_141,pass,20:35:15,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
902,play_141,pass,20:35:16,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
903,play_141,dribble,20:35:17,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
904,play_141,pass,20:35:20,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,65,86
905,play_141,shot-miss,20:35:21,Sam Hauser,Boston Celtics,Boston Celtics,3rd quarter,0,jump shot,24,3,65,86
906,play_142,defensive-rebound,20:35:23,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
907,play_142,dribble,20:35:24,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
908,play_142,pass,20:35:30,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
909,play_142,dribble,20:35:32,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,65,86
910,play_142,shot-make,20:35:37,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,fadeaway bankshot,7,2,67,86
911,play_143,pass,20:35:38,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,67,86
912,play_143,pass,20:35:38,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,67,86
913,play_143,dribble,20:35:40,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,67,86
914,play_143,pass-to-start-quarter,20:36:00,Al Horford,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
915,play_143,dribble,20:36:02,Jrue Holiday,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
916,play_143,pass,20:36:07,Jrue Holiday,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
917,play_143,pass,20:36:09,Jayson Tatum,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
918,play_143,dribble,20:36:10,Derrick White,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
919,play_143,pass,20:36:19,Derrick White,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
920,play_143,pass,20:36:19,Al Horford,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
921,play_143,dribble,20:36:19,Kristaps Porzingis,Boston Celtics,Boston Celtics,4th quarter,1,,,,67,86
922,play_143,shot-miss,20:36:21,Kristaps Porzingis,Boston Celtics,Boston Celtics,4th quarter,0,step back jump shot,25,3,67,86
923,play_144,defensive-rebound,20:36:23,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,67,86
924,play_144,pass,20:36:24,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,67,86
925,play_144,dribble,20:36:24,Luka Doncic,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,67,86
926,play_144,shot-miss,20:36:35,Luka Doncic,Dallas Mavericks,Dallas Mavericks,4th quarter,0,fadeaway jumpshot,16,2,67,86
927,play_145,offensive-rebound,20:36:37,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,67,86
928,play_145,shot-miss,20:36:39,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,4th quarter,0,putback dunk,3,2,67,86
929,play_146,block,20:36:39,Derrick White,Boston Celtics,Dallas Mavericks,4th quarter,1,,,,67,86
930,play_146,defensive-rebound,20:36:41,Kristaps Porzingis,Boston Celtics,Dallas Mavericks,4th quarter,1,,,,67,86
931,play_146,pass,20:36:41,Kristaps Porzingis,Boston Celtics,Dallas Mavericks,4th quarter,1,,,,67,86
932,play_146,dribble,20:36:41,Derrick White,Boston Celtics,Dallas Mavericks,4th quarter,1,,,,67,86
933,play_146,foul,20:36:48,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,4th quarter,1,,,,67,86
